user_id,age,gender,province,device_type,registration_date,last_login_date,days_since_reg,days_since_last_login,sessions_last_7d,level,total_spent,is_payer,churn_next_7d
user_14004,21,Female,Guangdong,iOS,2025-08-22,2025-11-17,131,44,0,10,0.0,0,1
user_14005,24,Male,Guangdong,Android,2025-05-17,2025-12-22,228,9,0,43,0.0,0,0
user_14006,19,Female,Zhejiang,Android,2025-05-06,2025-12-31,239,0,17,100,0.0,0,0
user_14007,28,Male,Guangdong,iOS,2025-05-08,2025-11-14,237,47,0,22,0.0,0,1
user_14008,40,Female,Zhejiang,iOS,2025-07-08,2025-12-23,176,8,0,51,0.0,0,0
user_14009,39,Male,Shanghai,Android,2025-09-11,2025-11-27,111,34,0,12,0.0,0,1
user_14010,29,Female,Sichuan,iOS,2025-06-25,2025-11-07,189,54,0,8,0.0,0,1
user_14011,39,Male,Zhejiang,iOS,2025-05-20,2025-12-31,225,0,18,67,27.88,1,0
user_14012,41,Female,Zhejiang,Android,2025-06-22,2025-12-27,192,4,12,52,127.55,1,1
user_14013,16,Female,Sichuan,iOS,2025-09-01,2025-12-08,121,23,0,4,0.0,0,1
user_14014,24,Male,Zhejiang,Android,2025-01-18,2025-12-23,347,8,0,65,0.0,0,0
user_14015,28,Male,Guangdong,iOS,2025-01-14,2025-12-18,351,13,0,47,0.0,0,0
user_14016,49,Male,Guangdong,Android,2025-10-13,2025-12-29,79,2,19,30,0.0,0,0
user_14017,36,Male,Sichuan,iOS,2025-12-24,2025-11-13,7,48,0,1,0.0,0,1
user_14018,26,Female,Zhejiang,Android,2025-05-04,2025-12-16,241,15,0,27,0.0,0,1
user_14019,38,Male,Sichuan,Android,2025-09-13,2025-12-29,109,2,18,38,85.11,1,1
user_14020,24,Female,Guangdong,Android,2025-11-28,2025-12-28,33,3,16,12,0.0,0,0
user_14021,18,Female,Zhejiang,iOS,2025-04-17,2025-12-24,258,7,8,37,0.0,0,1
user_14022,30,Female,Zhejiang,Android,2025-08-10,2025-11-28,143,33,0,11,0.0,0,1
user_14023,20,Male,Sichuan,iOS,2025-07-11,2025-12-26,173,5,7,38,0.0,0,0
user_14024,45,Male,Shanghai,iOS,2025-06-10,2025-12-24,204,7,14,64,0.0,0,0
user_14025,32,Male,Sichuan,Android,2025-01-05,2025-12-07,360,24,0,44,0.0,0,1
user_14026,30,Male,Zhejiang,Android,2025-06-06,2025-12-21,208,10,0,53,36.74,1,0
user_14027,34,Female,Beijing,Android,2025-10-01,2025-12-23,91,8,0,32,149.88,1,0
user_14028,49,Male,Shanghai,iOS,2025-01-31,2025-11-26,334,35,0,25,0.0,0,0
user_14029,24,Female,Guangdong,Android,2025-11-03,2025-11-17,58,44,0,4,0.0,0,0
user_14030,40,Female,Beijing,Android,2025-06-09,2025-12-28,205,3,11,54,12.6,1,0
user_14031,17,Female,Beijing,Android,2025-10-31,2025-11-18,61,43,0,9,0.0,0,1
user_14032,42,Female,Shanghai,iOS,2025-05-13,2025-11-11,232,50,0,27,0.0,0,1
user_14033,17,Female,Sichuan,iOS,2025-04-09,2025-11-30,266,31,0,8,0.0,0,1
user_14034,42,Female,Beijing,iOS,2025-07-17,2025-12-02,167,29,0,25,0.0,0,1
user_14035,42,Male,Shanghai,iOS,2025-03-23,2025-12-23,283,8,0,100,0.0,0,0
user_14036,50,Female,Sichuan,Android,2025-01-05,2025-12-29,360,2,20,100,173.41,1,0
user_14037,44,Female,Shanghai,iOS,2025-07-26,2025-12-23,158,8,0,22,0.0,0,1
user_14038,42,Female,Beijing,Android,2025-12-11,2025-12-26,20,5,12,5,144.4,1,0
user_14039,19,Female,Sichuan,iOS,2025-04-26,2025-12-15,249,16,0,20,0.0,0,1
user_14040,39,Female,Sichuan,iOS,2025-08-02,2025-12-22,151,9,0,33,0.0,0,0
user_14041,32,Male,Shanghai,iOS,2025-01-25,2025-12-22,340,9,0,90,0.0,0,1
user_14042,23,Male,Zhejiang,iOS,2025-09-05,2025-12-23,117,8,0,34,0.0,0,1
user_14043,33,Female,Zhejiang,Android,2025-04-08,2025-12-22,267,9,0,44,0.0,0,0
user_14044,26,Male,Beijing,Android,2025-02-15,2025-12-27,319,4,13,82,0.0,0,0
user_14045,40,Female,Beijing,iOS,2025-04-22,2025-12-30,253,1,17,100,0.0,0,0
user_14046,47,Male,Shanghai,iOS,2025-01-11,2025-11-26,354,35,0,15,0.0,0,1
user_14047,23,Female,Beijing,Android,2025-11-29,2025-12-22,32,9,0,10,0.0,0,0
user_14048,19,Male,Shanghai,iOS,2025-04-04,2025-12-28,271,3,11,84,25.18,1,0
user_14049,16,Male,Shanghai,Android,2025-12-17,2025-12-31,14,0,17,6,63.53,1,0
user_14050,47,Male,Zhejiang,iOS,2025-08-14,2025-12-28,139,3,13,32,0.0,0,0
user_14051,40,Male,Zhejiang,Android,2025-04-20,2025-12-19,255,12,0,38,0.0,0,0
user_14052,38,Female,Beijing,Android,2025-02-26,2025-12-28,308,3,11,59,0.0,0,1
user_14053,50,Female,Beijing,Android,2025-02-26,2025-12-25,308,6,15,80,73.65,1,0
user_14054,24,Male,Sichuan,iOS,2025-04-26,2025-12-25,249,6,10,53,0.0,0,0
user_14055,22,Female,Guangdong,iOS,2025-10-07,2025-11-14,85,47,0,5,0.0,0,1
user_14056,44,Male,Beijing,iOS,2025-07-14,2025-12-25,170,6,10,31,0.0,0,0
user_14057,16,Male,Shanghai,Android,2025-04-07,2025-12-23,268,8,0,41,0.0,0,0
user_14058,43,Male,Shanghai,Android,2025-04-13,2025-12-29,262,2,20,100,14.99,1,0
user_14059,33,Female,Zhejiang,iOS,2025-02-04,2025-11-25,330,36,0,17,0.0,0,0
user_14060,49,Female,Guangdong,Android,2025-08-25,2025-12-31,128,0,15,46,0.0,0,0
user_14061,21,Male,Zhejiang,iOS,2025-10-03,2025-12-26,89,5,14,22,0.0,0,0
user_14062,22,Male,Shanghai,iOS,2025-05-01,2025-11-19,244,42,0,23,0.0,0,1
user_14063,48,Female,Beijing,Android,2025-05-14,2025-11-11,231,50,0,34,0.0,0,1
user_14064,19,Female,Sichuan,iOS,2025-01-09,2025-11-22,356,39,0,56,0.0,0,1
user_14065,19,Male,Beijing,iOS,2025-03-10,2025-12-22,296,9,0,55,0.0,0,0
user_14066,20,Female,Shanghai,Android,2025-08-08,2025-12-23,145,8,0,40,0.0,0,0
user_14067,27,Female,Guangdong,Android,2025-11-21,2025-12-31,40,0,16,11,0.0,0,1
user_14068,44,Male,Sichuan,iOS,2025-09-15,2025-11-23,107,38,0,11,0.0,0,0
user_14069,36,Female,Shanghai,Android,2025-01-31,2025-12-25,334,6,13,74,89.16,1,0
user_14070,20,Male,Guangdong,Android,2025-12-03,2025-12-17,28,14,0,2,0.0,0,0
user_14071,26,Male,Shanghai,iOS,2025-10-28,2025-12-31,64,0,17,25,0.0,0,0
user_14072,46,Male,Shanghai,Android,2025-09-14,2025-12-10,108,21,0,15,0.0,0,1
user_14073,25,Male,Shanghai,Android,2025-10-21,2025-12-10,71,21,0,4,0.0,0,1
user_14074,21,Female,Guangdong,Android,2025-04-23,2025-11-01,252,60,0,37,0.0,0,1
user_14075,24,Female,Shanghai,iOS,2025-01-07,2025-12-30,358,1,18,100,0.0,0,0
user_14076,23,Male,Zhejiang,iOS,2025-06-16,2025-11-16,198,45,0,8,0.0,0,1
user_14077,19,Female,Sichuan,iOS,2025-09-27,2025-12-31,95,0,19,32,0.0,0,0
user_14078,28,Female,Sichuan,iOS,2025-02-10,2025-12-31,324,0,15,100,0.0,0,0
user_14079,19,Male,Beijing,iOS,2025-03-25,2025-11-07,281,54,0,44,0.0,0,1
user_14080,37,Male,Guangdong,Android,2025-03-31,2025-12-07,275,24,0,39,0.0,0,1
user_14081,21,Male,Sichuan,iOS,2025-07-27,2025-12-30,157,1,16,53,191.89,1,0
user_14082,37,Female,Guangdong,Android,2025-03-28,2025-11-17,278,44,0,13,0.0,0,1
user_14083,35,Male,Guangdong,Android,2025-10-08,2025-12-07,84,24,0,7,0.0,0,0
user_14084,28,Male,Sichuan,Android,2025-09-23,2025-12-31,99,0,18,27,2841.72,1,0
user_14085,20,Female,Shanghai,iOS,2025-03-01,2025-11-24,305,37,0,7,0.0,0,1
user_14086,47,Female,Beijing,iOS,2025-11-04,2025-12-26,57,5,14,13,98.0,1,0
user_14087,35,Female,Sichuan,Android,2025-08-27,2025-12-21,126,10,0,35,175.81,1,0
user_14088,27,Female,Shanghai,Android,2025-11-18,2025-11-05,43,56,0,3,0.0,0,1
user_14089,23,Female,Shanghai,Android,2025-10-21,2025-11-11,71,50,0,5,0.0,0,1
user_14090,43,Female,Guangdong,iOS,2025-01-11,2025-12-27,354,4,14,92,62.78,1,0
user_14091,47,Female,Zhejiang,iOS,2025-04-09,2025-12-12,266,19,0,31,0.0,0,1
user_14092,24,Female,Zhejiang,Android,2025-07-25,2025-12-23,159,8,0,30,0.0,0,1
user_14093,46,Male,Guangdong,Android,2025-07-08,2025-11-03,176,58,0,3,0.0,0,1
user_14094,45,Male,Shanghai,iOS,2025-04-12,2025-12-04,263,27,0,8,0.0,0,1
user_14095,39,Female,Guangdong,iOS,2025-05-19,2025-11-03,226,58,0,9,0.0,0,1
user_14096,34,Female,Guangdong,iOS,2025-04-02,2025-12-22,273,9,0,58,0.0,0,0
user_14097,31,Female,Beijing,iOS,2025-11-20,2025-12-24,41,7,11,8,0.0,0,0
user_14098,32,Male,Guangdong,Android,2025-10-07,2025-11-18,85,43,0,12,0.0,0,1
user_14099,40,Male,Guangdong,Android,2025-10-23,2025-11-27,69,34,0,6,0.0,0,1
user_14100,40,Male,Guangdong,Android,2025-03-04,2025-12-24,302,7,13,81,111.56,1,0
user_14101,22,Female,Sichuan,Android,2025-02-18,2025-12-14,316,17,0,12,0.0,0,1
user_14102,49,Female,Guangdong,Android,2025-09-12,2025-12-28,110,3,7,20,0.0,0,0
user_14103,29,Male,Beijing,iOS,2025-03-23,2025-12-25,283,6,15,78,0.0,0,0
user_14104,50,Male,Guangdong,Android,2025-06-16,2025-12-28,198,3,10,55,180.14,1,0
user_14105,37,Male,Guangdong,Android,2025-12-30,2025-12-31,1,0,14,1,96.52,1,0
user_14106,34,Male,Beijing,iOS,2025-09-27,2025-11-18,95,43,0,10,0.0,0,1
user_14107,26,Female,Guangdong,Android,2025-02-01,2025-11-07,333,54,0,22,0.0,0,0
user_14108,31,Male,Guangdong,Android,2025-12-21,2025-12-31,10,0,21,4,0.0,0,0
user_14109,32,Male,Guangdong,Android,2025-09-18,2025-12-24,104,7,11,21,0.0,0,0
user_14110,40,Female,Beijing,iOS,2025-07-29,2025-12-30,155,1,15,48,0.0,0,0
user_14111,31,Male,Guangdong,Android,2025-11-14,2025-12-29,47,2,16,18,0.0,0,0
user_14112,30,Female,Shanghai,Android,2025-07-04,2025-12-25,180,6,10,33,0.0,0,0
user_14113,40,Male,Beijing,Android,2025-12-05,2025-12-24,26,7,13,6,0.0,0,0
user_14114,40,Female,Beijing,iOS,2025-03-25,2025-12-29,281,2,17,100,156.04,1,0
user_14115,42,Male,Guangdong,Android,2025-02-16,2025-12-21,318,10,0,63,0.0,0,0
user_14116,26,Female,Shanghai,Android,2025-07-24,2025-12-31,160,0,16,51,79.42,1,1
user_14117,48,Male,Sichuan,iOS,2025-12-14,2025-12-28,17,3,14,4,0.0,0,0
user_14118,39,Male,Shanghai,Android,2025-10-27,2025-12-25,65,6,14,24,0.0,0,0
user_14119,36,Female,Shanghai,iOS,2025-07-16,2025-12-22,168,9,0,32,0.0,0,1
user_14120,41,Female,Zhejiang,iOS,2025-06-18,2025-12-30,196,1,19,78,3800.59,1,0
user_14121,35,Female,Sichuan,iOS,2025-06-26,2025-12-23,188,8,0,56,0.0,0,0
user_14122,29,Male,Shanghai,iOS,2025-08-03,2025-12-28,150,3,13,40,0.0,0,0
user_14123,18,Female,Beijing,Android,2025-03-30,2025-12-26,276,5,16,90,1794.84,1,0
user_14124,23,Female,Shanghai,Android,2025-06-21,2025-12-25,193,6,8,28,0.0,0,0
user_14125,38,Female,Zhejiang,iOS,2025-01-30,2025-12-21,335,10,0,75,0.0,0,0
user_14126,33,Male,Shanghai,iOS,2025-08-11,2025-12-23,142,8,0,30,0.0,0,0
user_14127,22,Male,Guangdong,Android,2025-09-30,2025-12-31,92,0,15,30,186.92,1,0
user_14128,35,Male,Sichuan,Android,2025-03-31,2025-11-07,275,54,0,27,0.0,0,1
user_14129,43,Male,Sichuan,Android,2025-09-24,2025-12-27,98,4,13,23,0.0,0,0
user_14130,18,Male,Beijing,iOS,2025-12-08,2025-11-30,23,31,0,3,0.0,0,1
user_14131,32,Male,Beijing,Android,2025-09-25,2025-12-24,97,7,17,28,0.0,0,0
user_14132,16,Female,Guangdong,iOS,2025-02-18,2025-12-26,316,5,11,64,0.0,0,0
user_14133,28,Female,Beijing,Android,2025-10-07,2025-12-21,85,10,0,20,51.49,1,0
user_14134,16,Female,Zhejiang,Android,2025-08-17,2025-11-04,136,57,0,20,0.0,0,1
user_14135,27,Female,Sichuan,Android,2025-04-12,2025-11-24,263,37,0,2,0.0,0,0
user_14136,28,Female,Zhejiang,iOS,2025-06-08,2025-12-31,206,0,16,64,0.0,0,0
user_14137,25,Female,Shanghai,Android,2025-01-13,2025-11-19,352,42,0,54,0.0,0,1
user_14138,27,Male,Sichuan,Android,2025-11-25,2025-12-21,36,10,0,5,0.0,0,1
user_14139,24,Male,Beijing,iOS,2025-09-12,2025-12-29,110,2,19,48,0.0,0,0
user_14140,47,Female,Beijing,Android,2025-12-30,2025-11-07,1,54,0,1,0.0,0,1
user_14141,21,Female,Guangdong,iOS,2025-03-08,2025-12-24,298,7,10,89,1804.66,1,0
user_14142,43,Male,Guangdong,Android,2025-11-06,2025-12-31,55,0,18,22,0.0,0,0
user_14143,16,Male,Zhejiang,iOS,2025-02-01,2025-11-24,333,37,0,2,0.0,0,1
user_14144,16,Female,Sichuan,Android,2025-08-03,2025-12-27,150,4,12,40,41.05,1,0
user_14145,24,Male,Beijing,Android,2025-08-02,2025-12-29,151,2,17,62,0.0,0,0
user_14146,31,Female,Guangdong,iOS,2025-01-07,2025-12-26,358,5,14,92,0.0,0,0
user_14147,41,Female,Beijing,iOS,2025-01-01,2025-12-30,364,1,14,100,43.0,1,0
user_14148,46,Female,Sichuan,iOS,2025-12-30,2025-12-23,1,8,0,1,0.0,0,0
user_14149,23,Male,Zhejiang,Android,2025-03-14,2025-11-17,292,44,0,37,0.0,0,1
user_14150,18,Female,Shanghai,Android,2025-03-20,2025-12-24,286,7,9,52,0.0,0,0
user_14151,43,Male,Beijing,iOS,2025-12-13,2025-12-30,18,1,16,6,0.0,0,0
user_14152,30,Female,Sichuan,iOS,2025-06-11,2025-12-25,203,6,14,46,0.0,0,0
user_14153,43,Male,Zhejiang,iOS,2025-05-19,2025-12-21,226,10,0,37,0.0,0,0
user_14154,33,Female,Guangdong,iOS,2025-06-23,2025-12-29,191,2,20,64,166.97,1,0
user_14155,35,Female,Sichuan,iOS,2025-07-09,2025-12-25,175,6,11,43,0.0,0,0
user_14156,33,Male,Guangdong,Android,2025-09-01,2025-11-16,121,45,0,1,0.0,0,1
user_14157,26,Female,Guangdong,iOS,2025-04-01,2025-11-06,274,55,0,7,0.0,0,1
user_14158,39,Female,Shanghai,iOS,2025-01-20,2025-11-19,345,42,0,46,0.0,0,1
user_14159,39,Female,Shanghai,iOS,2025-08-06,2025-11-04,147,57,0,22,0.0,0,1
user_14160,19,Female,Zhejiang,iOS,2025-08-24,2025-12-29,129,2,18,38,114.9,1,0
user_14161,31,Male,Guangdong,Android,2025-06-19,2025-12-22,195,9,0,46,0.0,0,0
user_14162,48,Male,Sichuan,Android,2025-12-14,2025-11-28,17,33,0,2,0.0,0,1
user_14163,38,Female,Zhejiang,Android,2025-09-27,2025-12-31,95,0,14,27,0.0,0,0
user_14164,43,Female,Shanghai,iOS,2025-09-15,2025-12-22,107,9,0,24,0.0,0,0
user_14165,46,Female,Guangdong,iOS,2025-05-04,2025-12-13,241,18,0,11,0.0,0,1
user_14166,32,Female,Beijing,Android,2025-09-06,2025-12-23,116,8,0,29,0.0,0,0
user_14167,17,Female,Sichuan,Android,2025-04-05,2025-12-22,270,9,0,78,0.0,0,0
user_14168,27,Male,Sichuan,iOS,2025-04-03,2025-12-11,272,20,0,20,0.0,0,1
user_14169,40,Female,Beijing,Android,2025-10-27,2025-11-10,65,51,0,5,0.0,0,1
user_14170,39,Female,Sichuan,Android,2025-02-01,2025-12-06,333,25,0,6,0.0,0,1
user_14171,42,Male,Beijing,Android,2025-02-14,2025-12-28,320,3,9,50,0.0,0,0
user_14172,45,Male,Guangdong,iOS,2025-11-22,2025-12-23,39,8,0,9,0.0,0,1
user_14173,31,Female,Beijing,Android,2025-05-09,2025-11-05,236,56,0,8,0.0,0,0
user_14174,32,Male,Guangdong,iOS,2025-12-07,2025-12-25,24,6,13,7,0.0,0,0
user_14175,18,Female,Guangdong,Android,2025-04-04,2025-12-22,271,9,0,42,0.0,0,1
user_14176,44,Female,Zhejiang,iOS,2025-08-18,2025-11-13,135,48,0,14,0.0,0,1
user_14177,47,Male,Guangdong,Android,2025-09-17,2025-12-23,105,8,0,30,0.0,0,0
user_14178,45,Female,Shanghai,iOS,2025-08-26,2025-12-22,127,9,0,26,0.0,0,1
user_14179,20,Male,Guangdong,iOS,2025-03-26,2025-11-12,280,49,0,35,0.0,0,1
user_14180,26,Male,Beijing,iOS,2025-06-14,2025-12-31,200,0,17,64,167.97,1,0
user_14181,19,Female,Guangdong,iOS,2025-07-22,2025-11-04,162,57,0,10,0.0,0,1
user_14182,42,Male,Beijing,Android,2025-07-11,2025-12-25,173,6,12,32,0.0,0,0
user_14183,42,Male,Beijing,Android,2025-08-18,2025-11-22,135,39,0,10,0.0,0,1
user_14184,30,Male,Shanghai,iOS,2025-04-24,2025-12-27,251,4,9,46,0.0,0,0
user_14185,36,Male,Beijing,Android,2025-01-19,2025-12-23,346,8,0,93,28.71,1,0
user_14186,49,Female,Beijing,iOS,2025-08-15,2025-12-31,138,0,17,48,0.0,0,0
user_14187,19,Male,Zhejiang,iOS,2025-01-26,2025-11-28,339,33,0,31,0.0,0,1
user_14188,44,Female,Beijing,iOS,2025-05-15,2025-11-16,230,45,0,24,0.0,0,1
user_14189,48,Male,Zhejiang,Android,2025-01-16,2025-12-25,349,6,14,92,135.07,1,0
user_14190,25,Male,Beijing,iOS,2025-01-23,2025-11-21,342,40,0,39,0.0,0,1
user_14191,50,Female,Shanghai,iOS,2025-11-29,2025-11-01,32,60,0,2,0.0,0,1
user_14192,30,Female,Sichuan,Android,2025-05-12,2025-11-06,233,55,0,25,0.0,0,1
user_14193,24,Female,Sichuan,Android,2025-10-25,2025-12-29,67,2,21,25,64.13,1,0
user_14194,27,Female,Beijing,iOS,2025-11-15,2025-12-25,46,6,15,13,0.0,0,0
user_14195,41,Male,Guangdong,Android,2025-04-01,2025-12-22,274,9,0,65,0.0,0,0
user_14196,27,Female,Sichuan,Android,2025-10-04,2025-12-10,88,21,0,10,0.0,0,1
user_14197,31,Male,Guangdong,Android,2025-11-19,2025-11-06,42,55,0,5,0.0,0,1
user_14198,36,Male,Guangdong,Android,2025-04-09,2025-12-04,266,27,0,8,0.0,0,1
user_14199,36,Male,Guangdong,Android,2025-03-20,2025-12-21,286,10,0,55,0.0,0,0
user_14200,26,Female,Shanghai,Android,2025-04-26,2025-12-23,249,8,0,52,0.0,0,0
user_14201,40,Female,Zhejiang,Android,2025-01-15,2025-12-26,350,5,12,100,150.38,1,0
user_14202,21,Female,Sichuan,Android,2025-06-13,2025-12-20,201,11,0,38,0.0,0,0
user_14203,36,Female,Shanghai,Android,2025-06-10,2025-12-19,204,12,0,31,0.0,0,1
user_14204,40,Male,Zhejiang,iOS,2025-04-11,2025-12-21,264,10,0,60,39.48,1,0
user_14205,37,Female,Zhejiang,Android,2025-07-21,2025-12-13,163,18,0,8,0.0,0,1
user_14206,31,Female,Shanghai,iOS,2025-01-15,2025-11-07,350,54,0,43,0.0,0,1
user_14207,43,Male,Guangdong,Android,2025-02-22,2025-12-23,312,8,0,83,148.1,1,0
user_14208,17,Female,Beijing,Android,2025-09-03,2025-12-26,119,5,10,27,0.0,0,0
user_14209,46,Female,Beijing,Android,2025-09-15,2025-11-30,107,31,0,4,0.0,0,1
user_14210,33,Female,Beijing,Android,2025-06-22,2025-12-22,192,9,0,41,0.0,0,1
user_14211,29,Female,Zhejiang,iOS,2025-12-27,2025-11-04,4,57,0,1,0.0,0,1
user_14212,36,Female,Guangdong,Android,2025-12-07,2025-12-21,24,10,0,6,0.0,0,0
user_14213,31,Female,Shanghai,iOS,2025-07-03,2025-12-24,181,7,6,30,0.0,0,0
user_14214,30,Male,Sichuan,Android,2025-12-27,2025-12-30,4,1,18,2,0.0,0,0
user_14215,17,Female,Guangdong,Android,2025-05-19,2025-12-26,226,5,12,56,145.72,1,0
user_14216,45,Male,Beijing,iOS,2025-12-28,2025-12-26,3,5,7,1,0.0,0,0
user_14217,21,Male,Beijing,iOS,2025-04-11,2025-12-31,264,0,20,85,3292.09,1,0
user_14218,47,Male,Beijing,Android,2025-06-07,2025-12-26,207,5,13,56,0.0,0,0
user_14219,18,Female,Beijing,Android,2025-05-01,2025-12-28,244,3,10,53,0.0,0,0
user_14220,37,Female,Beijing,Android,2025-01-30,2025-12-21,335,10,0,72,0.0,0,0
user_14221,20,Female,Guangdong,iOS,2025-12-08,2025-12-22,23,9,0,8,0.0,0,1
user_14222,16,Male,Guangdong,Android,2025-08-27,2025-12-22,126,9,0,34,0.0,0,0
user_14223,47,Male,Sichuan,Android,2025-01-13,2025-12-28,352,3,16,100,0.0,0,1
user_14224,23,Male,Shanghai,iOS,2025-05-27,2025-12-25,218,6,9,36,0.0,0,0
user_14225,25,Male,Zhejiang,iOS,2025-06-26,2025-12-29,188,2,20,68,40.93,1,0
user_14226,45,Male,Zhejiang,Android,2025-08-12,2025-12-29,141,2,16,44,47.6,1,0
user_14227,28,Female,Beijing,Android,2025-07-31,2025-11-10,153,51,0,10,0.0,0,1
user_14228,45,Male,Guangdong,iOS,2025-12-01,2025-12-31,30,0,15,12,0.0,0,0
user_14229,35,Female,Beijing,Android,2025-01-01,2025-11-18,364,43,0,40,0.0,0,1
user_14230,22,Male,Guangdong,Android,2025-09-17,2025-11-04,105,57,0,4,0.0,0,1
user_14231,48,Male,Beijing,Android,2025-12-17,2025-12-29,14,2,16,5,0.0,0,0
user_14232,24,Male,Shanghai,iOS,2025-11-12,2025-11-20,49,41,0,6,0.0,0,1
user_14233,33,Male,Sichuan,Android,2025-07-02,2025-12-28,182,3,7,26,0.0,0,0
user_14234,17,Female,Zhejiang,Android,2025-12-03,2025-12-28,28,3,11,8,0.0,0,0
user_14235,40,Male,Shanghai,iOS,2025-07-22,2025-12-30,162,1,18,73,0.0,0,0
user_14236,23,Female,Guangdong,Android,2025-07-22,2025-12-21,162,10,0,30,0.0,0,0
user_14237,45,Male,Sichuan,iOS,2025-05-31,2025-12-26,214,5,14,77,0.0,0,0
user_14238,44,Male,Zhejiang,Android,2025-08-19,2025-12-25,134,6,14,36,104.62,1,0
user_14239,32,Female,Beijing,iOS,2025-05-27,2025-12-25,218,6,13,70,0.0,0,0
user_14240,16,Female,Shanghai,Android,2025-02-07,2025-12-05,327,26,0,35,0.0,0,1
user_14241,38,Male,Zhejiang,Android,2025-04-17,2025-12-16,258,15,0,22,0.0,0,1
user_14242,21,Male,Guangdong,iOS,2025-04-23,2025-12-29,252,2,15,99,119.41,1,0
user_14243,37,Female,Beijing,Android,2025-09-15,2025-12-25,107,6,13,30,0.0,0,0
user_14244,50,Male,Zhejiang,Android,2025-07-10,2025-12-09,174,22,0,25,0.0,0,1
user_14245,49,Female,Sichuan,iOS,2025-01-28,2025-12-29,337,2,20,100,0.0,0,1
user_14246,34,Male,Sichuan,iOS,2025-07-07,2025-12-15,177,16,0,25,0.0,0,0
user_14247,17,Male,Shanghai,Android,2025-04-09,2025-12-27,266,4,17,88,0.0,0,0
user_14248,16,Male,Shanghai,Android,2025-10-23,2025-12-31,69,0,18,25,2616.25,1,0
user_14249,32,Female,Sichuan,iOS,2025-09-03,2025-12-06,119,25,0,9,0.0,0,1
user_14250,48,Female,Beijing,iOS,2025-08-06,2025-11-01,147,60,0,20,0.0,0,1
user_14251,28,Male,Zhejiang,Android,2025-08-06,2025-12-20,147,11,0,21,0.0,0,0
user_14252,28,Female,Shanghai,iOS,2025-11-22,2025-12-28,39,3,12,13,0.0,0,0
user_14253,38,Female,Beijing,Android,2025-03-11,2025-12-01,295,30,0,1,0.0,0,1
user_14254,19,Male,Beijing,iOS,2025-04-25,2025-12-27,250,4,17,83,167.53,1,0
user_14255,40,Female,Sichuan,iOS,2025-11-08,2025-11-12,53,49,0,8,0.0,0,1
user_14256,36,Female,Guangdong,Android,2025-12-03,2025-12-26,28,5,14,10,117.06,1,0
user_14257,24,Male,Guangdong,iOS,2025-02-15,2025-12-04,319,27,0,48,0.0,0,1
user_14258,42,Male,Zhejiang,Android,2025-12-13,2025-12-04,18,27,0,3,0.0,0,1
user_14259,18,Female,Zhejiang,iOS,2025-10-17,2025-12-14,75,17,0,4,0.0,0,1
user_14260,28,Male,Shanghai,iOS,2025-12-26,2025-12-30,5,1,15,2,156.17,1,1
user_14261,33,Female,Zhejiang,Android,2025-02-27,2025-11-19,307,42,0,38,0.0,0,1
user_14262,49,Male,Sichuan,iOS,2025-02-17,2025-12-29,317,2,14,99,0.0,0,0
user_14263,41,Female,Sichuan,Android,2025-12-12,2025-11-07,19,54,0,3,0.0,0,1
user_14264,26,Male,Zhejiang,iOS,2025-08-24,2025-12-31,129,0,19,54,0.0,0,0
user_14265,24,Male,Sichuan,Android,2025-04-20,2025-12-20,255,11,0,38,0.0,0,0
user_14266,16,Male,Shanghai,iOS,2025-01-02,2025-12-31,363,0,19,100,0.0,0,0
user_14267,43,Male,Beijing,Android,2025-08-29,2025-12-30,124,1,20,42,35.83,1,1
user_14268,47,Male,Shanghai,iOS,2025-12-19,2025-12-25,12,6,15,4,1996.37,1,0
user_14269,21,Male,Guangdong,iOS,2025-03-17,2025-11-20,289,41,0,29,0.0,0,1
user_14270,32,Male,Zhejiang,iOS,2025-09-10,2025-12-20,112,11,0,6,0.0,0,0
user_14271,25,Female,Sichuan,Android,2025-02-09,2025-12-03,325,28,0,15,0.0,0,1
user_14272,20,Female,Shanghai,iOS,2025-02-21,2025-12-21,313,10,0,68,0.0,0,0
user_14273,38,Female,Sichuan,Android,2025-01-10,2025-12-27,355,4,10,86,0.0,0,0
user_14274,16,Female,Beijing,iOS,2025-09-01,2025-12-25,121,6,9,19,0.0,0,0
user_14275,39,Female,Guangdong,Android,2025-08-01,2025-11-28,152,33,0,2,0.0,0,1
user_14276,33,Male,Shanghai,iOS,2025-11-08,2025-12-23,53,8,0,18,0.0,0,1
user_14277,33,Male,Beijing,iOS,2025-07-21,2025-12-21,163,10,0,48,0.0,0,0
user_14278,41,Female,Sichuan,iOS,2025-12-16,2025-12-30,15,1,14,5,8.28,1,0
user_14279,36,Male,Beijing,Android,2025-06-30,2025-12-25,184,6,12,44,121.63,1,0
user_14280,24,Male,Beijing,iOS,2025-10-05,2025-12-25,87,6,12,21,0.0,0,0
user_14281,47,Male,Shanghai,Android,2025-11-21,2025-11-01,40,60,0,2,0.0,0,1
user_14282,31,Female,Beijing,Android,2025-02-06,2025-11-12,328,49,0,40,0.0,0,1
user_14283,20,Female,Guangdong,iOS,2025-05-29,2025-11-18,216,43,0,6,0.0,0,1
user_14284,27,Female,Sichuan,iOS,2025-07-27,2025-12-27,157,4,15,46,64.45,1,0
