user_id,age,gender,province,device_type,registration_date,last_login_date,total_spent,paid_before,session_count,days_since_last_login,churn_next_7d,level,play_sessions,play_time,fail_count,success_count,play_streak,average_session_time,progress_stall,average_spend_per_session,last_purchase_amount,purchase_frequency,subscription_status,special_event_spending,rewarded_ads_views,ad_watch_duration,interstitial_ads_views,ad_engagement_level,ad_revenue,friends_count,guild_membership,social_interactions,social_activity_frequency,leaderboard_rank,first_login_date,login_frequency,login_streak,session_timing
user_239,42,Female,Guangdong,Mobile,2024-08-05,2024-08-13,238.61974426657784,0,28,544,0,9,30,33,3,2,6,29.350940036558505,0,22.763065908785862,82.39253961051837,9,1,45.92373913640909,4,5,10,4,25.91990953939844,161,1,32,13,5,2023-05-31,7,11,Afternoon
user_240,38,Female,Shandong,PC,2025-06-13,2025-07-06,122.798767199297,0,69,217,1,13,44,40,3,6,16,35.45717228746139,0,32.08755711724926,105.27086633445707,1,1,97.39407666667817,0,11,0,0,45.577452415258655,140,1,8,19,558,2024-03-06,5,5,Morning
user_241,40,Female,Beijing,Mobile,2023-08-08,2023-08-09,1810.4587541025219,0,67,914,0,11,74,54,7,6,11,22.04890624998306,0,41.556290952973484,27.840094435201493,5,0,4.550423779029611,18,4,15,2,16.297577197721765,108,0,17,10,866,2024-03-26,2,19,Morning
user_242,42,Female,Shanghai,PC,2025-07-13,2025-08-02,698.0906790640505,1,95,190,0,29,55,54,0,3,10,34.89872527468547,4,21.956952546694026,6.170476451430282,1,1,95.09681864523994,9,17,16,3,7.833606717375901,114,1,12,15,497,2024-10-04,5,21,Afternoon
user_243,54,Male,Guangdong,Mobile,2024-02-05,2024-02-17,14.485648218676085,0,20,722,0,16,19,20,3,1,15,14.632448330199772,6,32.41485378754699,31.408356054338366,1,1,58.19372139940333,13,26,15,1,35.436616628243236,50,1,16,3,509,2025-02-18,6,18,Afternoon
user_244,37,Female,Shanghai,PC,2024-12-27,2025-01-19,1624.4566375358313,1,83,385,1,16,29,46,5,6,7,34.68344094598504,2,47.72503896792278,125.74387062945314,3,1,79.57277149698383,2,3,9,0,26.967720800344818,0,0,22,18,614,2023-01-23,5,11,Afternoon
user_245,50,Female,Guangdong,Mobile,2025-09-17,2025-09-28,3952.52241732673,0,11,133,1,27,2,10,3,2,23,26.20882728017099,4,42.14160029721648,15.650034045202652,3,0,43.039261801607545,5,18,16,0,42.72928844047405,120,0,24,14,971,2024-01-02,2,27,Evening
user_246,37,Female,Shanghai,Mobile,2025-06-17,2025-06-24,931.2170659430079,0,67,229,0,2,36,18,5,0,2,16.689234640299464,4,21.874039714618064,38.749576605175534,4,1,45.38378812569805,4,8,2,4,4.057962456235748,155,1,15,3,2,2024-10-12,6,11,Evening
user_247,52,Male,Zhejiang,Mobile,2025-05-07,2025-05-22,700.5915957539225,0,87,262,1,10,19,26,4,1,12,22.214241536677342,4,32.59112505292241,68.23292325336544,3,1,87.93264990158237,16,24,17,1,42.18462017190334,122,0,23,11,217,2025-03-30,6,6,Morning
user_248,48,Female,Guangdong,Mobile,2025-03-14,2025-04-05,2107.1487706321427,0,7,309,0,12,7,10,8,9,19,39.639789773398505,2,9.676475173881048,16.4961427969669,6,1,89.59344962919022,17,12,18,4,14.66473266044111,31,0,30,10,537,2023-08-27,2,1,Morning
user_249,52,Female,Shanghai,Mobile,2024-05-04,2024-05-28,3047.3790974699236,1,23,621,1,8,26,12,9,8,12,33.50668049927278,4,28.465587059859402,39.148154961165254,4,1,23.868888143129762,11,21,13,4,32.74278335840915,199,0,10,29,257,2024-03-09,4,22,Evening
user_250,36,Female,Beijing,Mobile,2025-07-26,2025-08-06,1404.6087133290935,0,61,186,0,11,79,56,8,7,16,27.25259084155346,3,49.085086265783694,182.3426880077187,8,1,19.924187858461817,4,16,1,3,2.0064394539127894,182,0,22,17,735,2024-12-04,7,29,Evening
user_251,37,Female,Zhejiang,PC,2025-04-23,2025-05-22,589.6035880294423,1,71,262,1,10,38,35,3,5,6,13.454917357135766,0,26.39744064492359,4.840527313169968,1,0,49.62351738699511,8,14,11,0,30.479064815180035,153,0,40,13,453,2025-07-30,1,21,Afternoon
user_252,50,Male,Zhejiang,PC,2023-09-24,2023-10-16,897.0308972834835,1,34,846,1,13,3,40,3,5,3,22.534347487045007,0,46.45427666031722,131.03295291069807,8,0,90.02770271276917,11,21,10,1,35.8635844593668,141,1,38,25,424,2024-06-24,1,29,Evening
user_253,43,Female,Beijing,PC,2023-02-23,2023-03-21,1207.0955584445646,0,19,1055,1,25,80,35,7,0,2,17.891545420358117,6,20.959411104659775,77.4973772521218,1,0,32.23550934061763,19,16,16,3,18.437510725281015,92,0,21,2,324,2024-09-24,6,9,Morning
user_254,38,Female,Shanghai,Mobile,2024-06-11,2024-06-27,216.01101220725408,0,58,591,0,17,66,32,9,1,20,12.130032385161709,1,49.943396532046926,134.85709914704185,1,0,65.20146153391313,8,27,5,3,10.770535263107012,67,1,32,28,499,2023-07-17,7,29,Morning
user_255,35,Female,Shandong,Mobile,2024-09-07,2024-09-10,592.7608737815743,1,9,516,0,7,95,39,3,3,5,26.26613166157945,5,29.381781726150333,118.1496523523175,7,1,70.81516877406011,2,4,18,3,26.88153383017725,62,1,40,13,581,2024-04-26,5,7,Afternoon
user_256,38,Male,Beijing,PC,2025-12-18,2026-01-07,1770.9060102329818,1,48,32,0,24,92,19,1,2,11,36.67557099522628,3,3.071180717560793,45.47625211657421,1,1,77.86746648941558,0,1,12,2,41.65954022178233,81,1,41,19,197,2025-05-18,8,6,Afternoon
user_257,35,Male,Shanghai,Mobile,2025-11-29,2025-12-13,1063.4150873545254,0,82,57,1,3,71,17,1,0,26,30.267996045223754,2,29.750985037878017,169.59468802710433,9,0,56.392445792096325,14,1,6,2,16.17736791483254,141,0,47,5,504,2024-06-06,4,27,Morning
user_258,48,Female,Beijing,Mobile,2025-08-12,2025-08-15,529.6756192201566,0,41,177,1,20,94,53,0,7,25,17.490411639415335,5,14.454062088300235,98.89613613926198,8,0,40.24551782789696,9,29,10,3,12.623464876063977,154,1,17,16,272,2024-10-12,3,28,Evening
user_259,50,Male,Beijing,Mobile,2024-01-21,2024-01-22,1088.7486962736864,0,48,748,0,13,43,34,4,6,3,27.207538208613673,0,2.5915847797588407,164.68466776378088,1,0,96.70159887989729,13,22,6,2,13.946765431884383,40,0,13,10,694,2025-08-16,7,23,Evening
user_260,54,Male,Guangdong,Mobile,2025-01-03,2025-01-29,125.81542265761983,0,45,375,1,19,62,31,5,3,3,38.29702850040907,4,41.221811930038506,81.79649470145561,2,1,61.133075330285266,6,15,12,1,47.45660764583322,2,1,27,12,959,2024-03-12,4,10,Morning
user_261,42,Female,Shanghai,Mobile,2024-12-16,2025-01-06,513.3247616192739,0,25,398,0,7,71,24,8,8,22,31.68745158768806,6,14.51075221205704,196.95242522913256,2,1,72.85652116332709,3,20,12,0,17.963845788227985,93,1,10,20,18,2025-05-06,1,5,Evening
user_262,41,Female,Shandong,PC,2024-10-11,2024-10-26,1575.6576349332736,1,78,470,0,9,93,50,4,3,5,30.68421698220292,6,40.03087914827842,154.32738234175795,2,1,34.49828456958783,4,20,0,1,0.18021199441435876,58,1,23,13,107,2023-11-10,8,1,Evening
user_263,37,Female,Guangdong,PC,2023-10-27,2023-10-28,249.11386333379414,0,25,834,0,19,24,19,5,0,22,39.04474498682549,1,15.12266156483748,193.22409081740213,6,0,66.99491810030801,19,3,18,0,39.084060397980984,150,0,35,21,529,2023-01-19,5,15,Morning
user_264,51,Male,Beijing,PC,2024-01-30,2024-02-16,205.74762608463922,0,19,723,0,13,39,29,5,9,23,33.96619933552074,1,10.52199133981494,103.3509693030619,4,0,25.779766216412593,15,14,18,2,34.96373976676951,17,1,18,16,125,2025-03-28,8,25,Morning
user_265,35,Female,Beijing,PC,2024-08-15,2024-08-17,3012.2409940177745,1,39,540,1,22,68,50,2,0,11,14.098706292962564,0,48.722843131116946,95.2645353258494,8,0,24.509691752863617,2,9,14,1,6.428413230148444,103,0,12,22,483,2023-05-02,8,5,Afternoon
user_266,50,Male,Beijing,PC,2024-05-28,2024-06-26,235.59275911395636,0,79,592,1,8,93,56,3,0,3,20.42905260928604,3,18.72062105999596,151.3353080557263,1,1,71.47222018094264,16,19,13,4,49.24521245674563,73,0,32,21,594,2023-03-13,5,20,Morning
user_267,46,Female,Shanghai,Mobile,2024-01-31,2024-02-20,302.3471877161256,0,80,719,1,22,44,32,0,0,13,38.95422102213058,6,30.46743436071486,176.1779613396726,4,1,52.13947362629351,12,8,2,3,30.40311426525556,119,0,18,26,4,2025-12-14,8,6,Afternoon
user_268,53,Female,Shanghai,Mobile,2024-01-06,2024-01-12,3493.837114130196,1,27,758,0,18,5,10,3,3,21,24.691161825939936,5,30.889093147909108,192.86501337724604,5,0,68.32766104223897,5,2,19,0,25.038974547030072,75,1,46,1,627,2024-04-04,7,5,Afternoon
user_269,48,Female,Guangdong,Mobile,2025-05-07,2025-05-15,1326.9263224123436,0,74,269,1,29,55,11,0,0,8,13.349123359635561,1,28.46320062650159,65.58582930046745,9,0,26.94384907480917,4,4,3,0,19.11096338114455,168,1,31,22,351,2023-06-18,3,17,Evening
user_270,40,Female,Shandong,Mobile,2025-03-01,2025-03-30,1202.6288179587839,1,63,315,0,23,93,28,4,1,20,23.758146390170257,0,45.82009143253952,159.94221019468515,5,1,59.87233410567304,15,1,6,4,44.9336377781819,7,1,14,9,351,2024-08-04,4,18,Morning
user_271,40,Male,Guangdong,PC,2024-10-19,2024-11-04,1916.8220274520277,0,68,461,0,2,30,23,7,3,10,30.90979702212402,3,34.047612496976555,42.9184739294718,3,1,44.393364970311254,10,11,0,4,12.198174070928165,159,1,10,16,649,2024-09-20,7,4,Evening
user_272,47,Male,Zhejiang,PC,2025-01-05,2025-01-24,123.09810315217807,0,19,380,0,18,29,17,7,6,2,39.926446650437235,0,20.78291720114158,109.56929500234361,4,0,59.69602868455279,16,5,18,3,14.288445010995094,80,0,22,19,799,2023-01-26,4,24,Morning
user_273,53,Male,Beijing,PC,2024-01-19,2024-01-20,1224.0266675512432,0,28,750,0,18,26,47,4,1,4,19.717159496896056,0,43.25663884168943,36.789781533430634,7,0,29.087973224421937,4,2,2,2,6.120540334328345,168,1,4,15,901,2024-12-21,6,21,Morning
user_274,42,Female,Beijing,Mobile,2023-03-03,2023-03-06,700.5517454698452,1,85,1070,0,11,83,21,9,7,18,25.422606246378212,3,9.872082056682256,70.13207498831743,1,1,71.54509636491238,5,27,19,1,37.955954779213,172,0,21,18,228,2025-10-30,2,23,Evening
user_275,36,Female,Beijing,PC,2024-05-19,2024-06-16,1766.9730480669566,1,78,602,0,1,26,35,1,6,19,36.39042113949382,3,27.667601122910455,186.3403150740854,6,0,80.59293661594656,9,13,14,1,29.777464020292665,100,0,41,22,16,2023-05-01,2,2,Afternoon
user_276,35,Female,Guangdong,Mobile,2023-08-27,2023-08-30,709.5646500505337,1,33,893,1,14,37,36,5,8,4,20.658016541720006,3,47.57696822524406,30.07204925484413,8,0,25.991647385772364,0,17,12,1,30.453308462724916,8,1,17,12,810,2023-05-06,3,8,Morning
user_277,49,Female,Guangdong,PC,2023-07-14,2023-07-19,968.2193708632763,1,10,935,1,16,91,38,0,5,20,13.277846697725717,0,31.644483864140224,126.84777813190411,1,1,30.062055985564207,9,17,13,2,10.923521550973181,89,1,6,14,425,2024-07-02,7,5,Afternoon
user_278,35,Female,Beijing,PC,2024-11-08,2024-12-05,649.5938023537677,0,83,430,1,11,94,24,6,3,26,38.468076250045115,1,41.03145407326893,118.99790031255326,8,0,66.1154269719093,16,18,6,3,32.558419456354194,47,0,32,3,464,2025-12-28,3,4,Evening
user_279,39,Female,Guangdong,Mobile,2023-03-02,2023-03-14,650.3921887105971,1,30,1062,1,1,53,55,3,5,9,24.653224201405003,2,33.02447555171445,25.02693218908831,7,1,69.55851743035441,2,21,0,1,38.272922362343195,114,0,2,4,724,2023-10-24,3,25,Evening
user_280,50,Female,Shanghai,Mobile,2025-09-16,2025-09-28,1460.888510782021,1,22,133,0,7,30,10,4,3,16,25.08351132315915,2,42.12917231335663,65.86982970999362,1,0,70.409968439745,1,28,12,0,17.894426536284463,151,1,27,6,246,2024-11-16,4,22,Morning
user_281,53,Female,Shanghai,PC,2024-11-15,2024-12-05,990.3851674006445,1,3,430,0,29,3,52,5,6,26,28.636004338125463,0,47.27990611241694,113.03331939853788,9,1,68.26985047758369,16,9,3,0,40.06735719808561,86,1,0,16,798,2025-08-30,6,14,Evening
user_282,38,Male,Guangdong,PC,2023-06-05,2023-06-18,1003.1108588152697,0,82,966,1,16,43,37,0,8,6,10.106098711096738,0,14.373164649104103,38.24854318870956,3,0,39.28077169525388,3,6,11,0,17.439529426601048,94,1,48,28,794,2025-12-04,1,4,Morning
user_283,37,Male,Beijing,Mobile,2025-07-11,2025-07-31,598.3507396632682,0,75,192,1,14,7,12,8,2,25,37.93393526706548,1,9.313392981579224,160.32410762615027,2,0,39.48536744036784,1,28,6,4,37.906923075464384,171,0,46,13,177,2024-09-26,6,8,Morning
user_284,51,Female,Guangdong,PC,2025-05-17,2025-05-26,757.3860054643114,1,48,258,1,15,49,27,9,2,4,20.84353254323625,3,24.715546766294455,194.45914539741523,7,0,25.481762364438143,4,20,1,4,1.6865053728859491,185,0,36,12,543,2024-01-17,8,3,Morning
user_285,51,Female,Guangdong,PC,2025-06-21,2025-06-28,1369.3100789034568,1,2,225,1,14,73,43,3,1,9,21.90795587153046,0,35.391258914386576,43.73712059253194,3,1,15.683369989636297,9,3,16,2,27.558230073682633,193,1,21,22,509,2025-11-16,8,14,Morning
user_286,46,Female,Guangdong,Mobile,2025-09-25,2025-09-29,1748.360492066276,0,76,132,1,28,41,41,7,0,27,15.22327742599705,6,12.13237140592859,38.19548099332461,1,0,69.25773793969057,0,8,0,1,48.47632803199433,113,0,47,12,562,2024-12-05,6,29,Morning
user_287,48,Female,Zhejiang,PC,2025-09-01,2025-09-20,1192.5760024401625,1,54,141,1,21,77,38,4,0,13,21.34454839877383,4,1.2009710710781867,91.53207928769149,3,0,9.318878597231283,0,3,13,4,49.06223003411954,17,0,43,2,655,2024-05-11,6,26,Evening
user_288,40,Male,Shanghai,Mobile,2024-01-23,2024-02-14,2577.982779704181,1,6,725,1,11,79,34,7,2,9,34.11830592328156,3,17.803820675998562,149.8052901508664,6,1,93.77922867867817,3,1,0,0,14.08762891708703,28,0,18,29,564,2025-05-01,3,18,Morning
user_289,37,Male,Shandong,PC,2025-06-05,2025-06-24,1716.6005406284087,1,40,229,1,16,54,35,0,6,6,33.99975017666604,6,48.47410743792163,57.03852143681503,3,0,82.66863036714514,6,20,2,4,22.069954554017773,1,0,13,13,233,2024-12-07,2,23,Afternoon
user_290,43,Female,Shandong,Mobile,2025-04-17,2025-04-23,825.2254347805741,1,93,291,0,19,69,48,7,8,21,38.07390522686359,0,35.05340556968649,4.9561018307588,5,1,85.7505739957256,13,27,10,0,3.1488953993316526,77,1,2,3,678,2025-12-08,7,12,Morning
user_291,39,Female,Zhejiang,PC,2023-12-06,2024-01-02,1112.9325539019453,0,94,768,0,17,93,17,3,1,19,22.096884180423874,4,20.664946753119974,108.7029049785459,9,1,90.66688146151903,13,13,6,1,43.667065380229985,67,0,18,13,38,2023-05-01,8,15,Morning
user_292,51,Female,Guangdong,Mobile,2023-07-23,2023-08-05,2607.8647916729115,0,2,918,0,27,99,28,1,6,14,31.26164511245753,6,10.436228769995177,191.36351298569423,7,1,40.86049707232401,17,21,8,2,28.42860765701071,97,1,32,25,491,2024-09-17,6,20,Morning
user_293,48,Female,Zhejiang,PC,2023-06-10,2023-06-21,965.397062156854,0,73,963,0,26,91,56,5,0,21,25.21712665622671,5,18.4483940139826,78.86409422598217,2,0,84.6700723350401,1,5,2,3,19.25503394702585,116,1,20,2,444,2024-06-09,5,20,Evening
user_294,37,Female,Zhejiang,Mobile,2024-01-27,2024-02-09,1741.8667586853471,1,2,730,1,6,27,51,1,1,15,34.12068368557393,1,9.32213223176115,84.60677628243698,1,1,15.806130029164933,0,16,0,3,5.638527924457653,109,0,0,19,20,2025-12-02,4,26,Afternoon
user_295,35,Male,Beijing,PC,2025-02-07,2025-02-20,1167.353239143354,1,93,353,0,11,8,31,4,5,3,31.376260273989907,4,6.208985244334619,193.81144170569354,7,0,2.1641794608235676,15,21,18,0,47.33836427484446,166,1,25,9,611,2025-01-21,1,9,Afternoon
user_296,54,Female,Shanghai,PC,2024-07-28,2024-08-25,802.8200054511531,0,97,532,1,17,32,38,1,4,5,21.03708775858827,0,45.43037625605514,139.22691471371894,4,1,78.48913946638501,17,24,1,4,26.510952391049685,40,1,9,20,727,2023-04-06,9,2,Afternoon
user_297,35,Female,Shandong,PC,2024-06-17,2024-07-12,276.85845360691906,0,74,576,0,9,84,42,2,7,21,20.100215027610773,2,49.8848665803982,144.11521264558291,7,0,7.47966479969393,15,16,4,4,14.146396454145194,198,1,34,1,556,2023-01-27,4,1,Evening
user_298,37,Male,Guangdong,PC,2025-12-29,2026-01-20,555.1215611883335,0,98,19,1,18,64,47,5,1,18,17.573273890839026,6,9.041607540193725,112.97769906884245,6,1,98.85246673259216,5,24,16,0,17.510756506575476,114,0,12,27,111,2025-04-15,2,15,Evening
user_299,52,Female,Shandong,PC,2025-06-11,2025-07-09,3434.014774710387,1,55,214,1,17,10,54,0,0,14,27.29547371465913,0,3.6716053850357064,194.9472329617851,7,1,67.4796429601556,9,12,18,1,13.534859046107384,80,1,5,13,487,2024-05-01,4,23,Morning
user_300,44,Female,Shandong,PC,2024-02-09,2024-02-29,1072.2587632966467,0,72,710,0,12,13,55,5,6,16,38.915285547815785,2,17.156824250164405,138.08443040068568,4,0,75.34497102421055,1,13,4,0,30.09049044284903,121,0,42,2,89,2023-08-28,5,15,Evening
user_301,37,Female,Shanghai,PC,2024-08-30,2024-09-14,831.0202826971744,1,60,512,0,23,63,44,2,5,14,16.002002128526982,1,23.62129985730935,179.11151756942874,3,1,24.580385627786594,6,4,13,1,46.498178789025495,86,1,5,15,319,2023-03-08,2,28,Afternoon
user_302,42,Female,Shandong,PC,2025-04-07,2025-04-28,2702.41548887561,1,97,286,1,22,93,52,6,7,9,12.857573647129756,1,11.036241106716869,140.176394280911,5,0,67.38653939196881,16,9,9,2,42.83469016632822,21,1,34,19,118,2023-08-19,7,8,Afternoon
user_303,48,Female,Shandong,PC,2024-11-20,2024-12-03,883.1262559459093,0,6,432,1,22,35,12,1,7,15,13.582019262289409,3,15.769820678129365,147.2880491432388,3,1,4.321993725495721,2,16,6,2,23.019043771298875,48,1,15,25,434,2023-12-17,3,3,Evening
user_304,52,Female,Zhejiang,Mobile,2025-06-20,2025-07-12,746.7220619305863,0,19,211,1,5,61,28,5,1,7,33.4929602875045,6,10.842666048891227,58.79177350630705,3,0,83.78257199236009,19,1,7,0,41.32496811505039,155,1,40,25,918,2025-01-30,8,2,Evening
user_305,49,Female,Shanghai,Mobile,2023-02-25,2023-03-08,1424.2490334660097,1,96,1068,0,11,54,19,7,7,14,20.50314412853691,3,38.938767853190114,61.39226090474998,4,1,16.962409303157244,11,5,7,2,21.155274063816492,15,0,7,16,239,2025-05-12,4,4,Afternoon
user_306,36,Male,Beijing,PC,2024-01-01,2024-01-20,1247.1086507746782,0,27,750,0,4,8,36,0,5,6,16.73100483077139,2,35.91631921911578,156.8139452656298,8,1,69.73580668337705,1,21,6,4,12.6153570379319,67,1,2,11,72,2023-12-23,5,18,Afternoon
user_307,44,Female,Guangdong,Mobile,2024-03-30,2024-04-07,214.62990597044273,0,1,672,1,27,29,24,8,8,21,20.585323551205,2,32.1126242722881,60.04455154481002,2,0,22.448050123272832,6,5,12,1,49.170755763321395,189,1,4,15,822,2025-12-01,3,12,Afternoon
user_308,36,Male,Shandong,PC,2023-04-14,2023-05-04,637.3497666559466,1,33,1011,0,4,95,20,4,6,15,29.35992438488565,1,19.973674996881034,112.99124408950479,4,1,6.845316942604274,16,24,13,3,15.194378398541092,163,1,20,6,905,2025-10-26,5,18,Afternoon
user_309,51,Male,Guangdong,PC,2023-03-18,2023-03-26,639.6356895478164,1,40,1050,1,3,41,56,4,1,20,26.403613744848514,4,45.543006124397564,50.62110987043369,3,0,48.14936785493943,18,25,18,3,16.18621154934542,21,0,30,14,399,2023-11-25,9,21,Afternoon
user_310,42,Female,Beijing,Mobile,2023-08-18,2023-08-28,475.17620838647935,1,32,895,0,26,30,35,4,7,8,32.30768219563678,2,48.50709453521598,163.5796927810048,7,0,16.928621027278943,11,19,10,2,49.48464338932611,138,0,13,27,816,2025-06-29,2,10,Evening
user_311,35,Male,Guangdong,PC,2023-11-27,2023-12-23,728.3464335111687,1,69,778,0,24,86,33,5,8,2,20.17222445445329,2,9.508326318645187,22.98976889431031,2,1,72.94439883265498,8,9,1,1,6.696374658282744,84,1,36,6,404,2023-12-04,7,21,Evening
user_312,43,Female,Beijing,PC,2025-06-11,2025-06-27,532.913436246214,1,17,226,0,23,21,22,1,6,8,23.56085720394056,6,11.927619429182023,166.05988131257124,1,1,23.756584338348485,13,29,16,4,38.02669940048475,120,1,18,19,675,2025-12-28,8,8,Morning
user_313,45,Male,Zhejiang,Mobile,2024-11-18,2024-12-07,222.32574764578558,0,8,428,0,25,76,41,5,3,1,13.059051068887705,4,26.755920372018114,120.94323030101276,1,1,34.24725562358289,1,27,5,3,46.79063792413633,79,1,36,5,251,2025-05-31,3,25,Morning
user_314,50,Female,Shandong,Mobile,2023-01-27,2023-02-22,531.6518030798181,1,57,1082,0,17,11,46,3,8,26,12.191759380983443,3,5.471277894830019,38.19499743058838,6,0,56.743925126447294,3,8,8,4,25.58974971377093,169,1,19,11,869,2024-06-22,4,18,Morning
user_315,41,Female,Beijing,PC,2023-10-26,2023-11-18,75.02202562137717,1,42,813,1,7,2,13,7,3,17,23.867657285323013,3,22.385971542332527,108.86504171571752,3,0,28.496827757731158,18,19,18,4,0.12608808514100178,54,0,1,4,195,2025-01-06,2,17,Evening
user_316,44,Female,Guangdong,Mobile,2025-08-14,2025-08-25,857.5169106138853,1,98,167,1,26,50,22,8,3,19,19.047898223377707,2,29.507771974107797,57.21726853262075,7,1,37.79881162099616,15,18,4,3,18.752947205655314,34,0,6,26,572,2024-03-18,9,19,Morning
user_317,37,Male,Shandong,Mobile,2025-03-09,2025-03-22,1921.7853489450956,0,9,323,0,4,41,18,8,8,5,28.384017164083925,6,26.58160498572932,65.36999961136883,8,0,81.56217710403867,16,15,8,3,5.578449619241354,184,0,32,26,610,2025-07-12,3,6,Morning
user_318,52,Female,Zhejiang,PC,2024-04-24,2024-05-22,1292.028669711178,1,87,627,1,23,66,58,7,7,22,11.290064963337157,3,17.21452057082328,70.95408027777918,5,1,17.920984956102572,1,4,6,2,20.809383046684786,33,1,49,28,930,2025-07-08,9,14,Evening
user_319,47,Female,Shandong,Mobile,2024-07-26,2024-08-04,446.90297982640163,1,35,553,1,13,98,43,2,3,20,13.652991327986964,3,27.579844497783135,13.600530147491867,5,1,8.220158948193369,16,15,3,1,39.50133808211424,72,1,41,9,868,2023-02-20,7,5,Afternoon
user_320,41,Male,Beijing,Mobile,2024-04-02,2024-04-22,91.09739220331495,1,71,657,0,12,3,46,9,7,16,35.95572433319185,5,47.98124675868354,197.20637519588206,2,1,32.835778513301925,18,13,17,0,21.935577444190024,76,1,5,9,867,2023-05-29,6,8,Evening
user_321,38,Female,Zhejiang,PC,2023-12-31,2024-01-24,225.83391613390648,0,79,746,1,1,80,57,3,7,7,26.989348645573134,6,11.094852810277427,7.275390998113595,8,0,42.437676701387815,7,28,17,1,21.596256067296128,197,1,6,17,585,2024-01-03,3,8,Evening
user_322,47,Female,Guangdong,Mobile,2025-05-08,2025-05-27,788.536112553781,1,53,257,0,21,51,16,0,6,7,31.361636010736817,3,33.086736561306175,132.8368777636714,1,0,54.265928213656764,19,18,19,0,27.83947384594233,131,0,43,8,222,2024-08-02,7,18,Afternoon
user_323,54,Female,Zhejiang,Mobile,2023-12-17,2024-01-02,232.00404402784284,1,54,768,1,19,68,10,8,9,18,35.25916356121887,1,3.1264380136465406,74.87430190372868,9,1,37.24236961750071,5,20,16,3,29.08452923738401,173,0,17,15,631,2024-10-17,3,9,Morning
user_324,35,Female,Zhejiang,PC,2023-09-10,2023-09-17,785.2035047258711,1,84,875,1,21,87,21,4,5,18,23.915030288501566,0,4.254403819590312,129.55604789839308,1,0,78.99117002228051,11,5,3,4,42.81481543994857,124,0,42,9,182,2023-03-17,6,14,Evening
user_325,42,Female,Shanghai,PC,2025-02-19,2025-03-10,263.44357891089766,0,25,335,1,20,84,30,5,7,2,32.831811519024285,2,28.039582986955665,71.89340236442918,1,1,3.9319487668473263,17,18,15,1,15.417771961447574,10,1,28,5,896,2023-08-15,8,14,Evening
user_326,48,Male,Zhejiang,PC,2025-03-13,2025-03-25,1889.971393565908,0,67,320,1,18,25,20,2,6,15,25.73756737220573,2,6.142019836069524,135.07637860551287,1,1,43.1767538198558,1,28,4,4,41.0835632184008,60,1,18,4,730,2025-08-16,5,20,Afternoon
user_327,50,Female,Zhejiang,Mobile,2025-10-08,2025-10-23,506.28838734259284,0,62,108,1,11,30,53,9,4,14,16.682463108211117,1,2.0949926329160093,146.1178663842038,7,0,38.22559146564046,18,8,8,1,28.29668743460236,121,1,24,26,256,2024-08-14,3,14,Evening
user_328,48,Female,Shandong,PC,2024-04-03,2024-04-26,281.76710169276726,0,55,653,1,20,82,53,7,3,18,20.129685064028187,0,9.404136884753088,138.4199754395293,4,1,64.7578490806859,9,1,1,1,15.026477485857349,34,1,3,20,908,2023-01-24,6,17,Morning
user_329,46,Female,Guangdong,PC,2025-07-05,2025-07-19,1673.0498243243112,1,46,204,1,3,11,53,6,1,29,24.710513231669825,0,28.67760937897915,23.678434290272303,7,1,96.6276251897396,2,19,1,4,14.756302200303855,68,1,12,18,88,2023-01-28,8,2,Afternoon
user_330,53,Male,Shandong,Mobile,2024-05-13,2024-05-24,419.82618369028205,1,24,625,0,29,93,23,0,7,9,19.50656656516812,1,35.46370677142769,131.72175369628224,5,1,51.037540662886215,11,23,3,2,18.056875855286226,56,0,31,9,873,2023-05-01,3,14,Evening
user_331,49,Male,Shandong,PC,2025-08-07,2025-09-02,118.2067742395272,0,98,159,0,17,17,43,9,8,14,20.06583074049695,4,10.92144964292762,56.71752234136537,7,1,98.68768469417205,15,26,19,3,31.134662130998773,138,1,26,21,787,2025-05-02,5,27,Morning
user_332,36,Female,Beijing,PC,2024-05-22,2024-06-01,844.9228296154447,0,46,617,0,12,26,43,4,3,5,20.12178493746299,4,33.74471242320055,6.73147274329737,7,1,30.224939491319745,11,17,19,2,11.540586567997458,11,1,33,27,492,2024-09-15,9,22,Morning
user_333,36,Male,Shandong,PC,2024-05-15,2024-06-11,871.2318164444216,1,22,607,0,10,23,34,9,3,11,13.685199365713125,0,9.941340223862237,83.55130370590183,4,0,3.0868132542461013,7,29,16,2,46.01667808361337,124,0,27,3,336,2025-06-08,3,21,Evening
user_334,53,Female,Shanghai,PC,2025-03-13,2025-03-24,1254.198862222594,1,11,321,1,8,56,13,8,4,8,12.539278216367542,4,31.0594139049316,87.27507745795641,2,0,16.566316747641274,4,27,19,1,28.745629208895018,42,0,8,22,538,2023-01-31,2,12,Morning
user_335,51,Male,Shanghai,Mobile,2024-08-20,2024-08-26,274.7256152974574,0,48,531,1,15,52,35,5,1,5,11.394881190739131,4,21.186024314894144,93.96765253713686,8,1,39.51248847745673,10,2,18,3,46.00078884980034,146,1,7,9,407,2025-05-19,8,23,Afternoon
